;Соотношение матрица-наполнитель;Плотность, кг/м3;модуль упругости, ГПа;Количество отвердителя, м.%;Содержание эпоксидных групп,%_2;Температура вспышки, С_2;Поверхностная плотность, г/м2;Модуль упругости при растяжении, ГПа;Прочность при растяжении, МПа;Потребление смолы, г/м2;Угол нашивки;Шаг нашивки;Плотность нашивки
84;2.041352165;1967.037527;457.1271949;131.215489;21.8451439;341.4126748;812.6293118;76.00152794;2573.632556;239.2412722;0;10.33021553;64.56998899
85;3.552418049;1986.55244;818.1351945;102.6149623;17.75153108;256.3359297;414.2126547;72.51374718;2427.726923;277.7468983;0;7.016622422;48.66764439
86;4.271976853;1876.168046;560.9609509;63.51184564;26.03908892;289.4943157;237.6881719;76.43984064;2155.862285;188.7568243;0;7.534357206;37.49513613
87;3.833405222;1921.917639;1343.600867;126.9191515;21.24537087;303.8429139;49.9757614;70.6786915;3077.869396;208.9294457;0;11.89177073;49.36168321
88;2.607764179;2009.034308;250.5470723;79.34684983;21.87425696;206.0051277;550.1024157;74.37086933;2018.178247;174.3497647;0;9.196450518;49.13018692
89;3.465318407;2009.797085;1061.407516;71.42079349;22.01183087;345.9527496;463.4115005;69.16276598;3051.040909;159.9589348;0;9.454350218;38.75420986
90;2.148557714;1978.55316;905.1152958;144.1600978;21.0156185;313.0234672;355.2914535;69.56063561;3277.660853;175.901628;0;1.450374728;54.98893475
91;3.107885438;1988.301966;177.0344947;52.07436363;16.97708316;292.0729668;793.834135;75.10274707;2371.373132;172.9957104;0;7.206614625;41.38843723
92;3.991632829;1881.616487;663.3329206;123.5061669;28.32496802;220.2256039;363.1280133;71.8146156;2323.712177;314.6988657;0;9.593464512;35.88160266
93;2.319166331;1825.952497;901.7082224;112.5563225;20.43555654;278.4289929;495.4834042;72.32558771;2401.522319;128.4719039;0;9.312462931;71.48782693
94;2.40342754;2018.959131;9.986209924;59.17465373;22.50111726;318.1924054;108.4482294;69.11576243;2363.294546;222.3073072;0;0.239660318;69.15335241
95;2.683928821;1996.672056;1071.209921;100.7014832;23.14916804;288.7582529;358.3510446;69.84224165;2446.568681;154.4395421;0;7.860397038;72.12922871
96;5.110780553;1961.39635;1074.131334;112.3264345;27.70768174;266.7436789;695.8459988;71.52651204;2381.189872;280.5321009;0;10.37004083;76.16965738
97;4.178066945;1932.755048;723.7833212;108.0454731;19.47539712;227.6559403;82.21704494;78.1433074;3307.24445;202.9284743;0;6.707522553;49.24283052
98;3.648692663;2008.269311;962.2783621;119.5097235;18.21798159;303.8401265;12.04048685;73.38963924;2684.312583;207.3455682;0;9.903089512;45.31942981
99;3.490161737;1986.34011;1257.779003;93.74855413;24.593272;338.1013587;76.68269341;76.17938272;2605.949634;261.8194678;0;3.708515183;78.38000555
100;3.615181402;1868.412631;800.349064;149.2745633;21.77527315;282.2656595;89.07407129;74.17008757;2543.236909;156.3854762;0;6.583123097;50.05209856
101;2.919888824;1910.931434;556.7891489;136.6286571;21.59317471;323.7963158;339.273302;68.18750868;2331.691912;189.3292077;0;4.378306596;84.13277823
102;3.108043048;1879.000705;1106.825749;157.0764879;17.0892281;305.6586352;1227.243097;72.62521311;1529.604423;208.9452123;0;9.45326907;52.3916691
103;3.784533789;2080.43626;818.5849632;147.9089609;23.09371474;270.1434948;764.9491293;74.79131991;2368.102714;149.0845611;0;6.587913936;34.40793423
104;3.660787059;2125.206209;856.3797072;120.1931148;21.54676376;224.6574763;270.4576442;69.70299432;2953.366748;132.0565031;0;5.680510569;70.74470863
105;3.973107869;2007.868773;691.3888967;120.6805394;24.08265335;263.1299879;298.9244102;71.68049055;2192.765045;162.8826607;0;5.867705105;59.62042561
106;4.379430442;1899.029321;329.3860537;79.83323167;20.06322298;308.0767248;34.5476967;74.51911906;1994.674603;237.5711155;0;7.567723114;57.06135718
107;1.660185966;1959.596758;149.6624053;118.1846663;19.3311066;253.3050338;987.2015601;78.86813496;2355.725368;171.8104583;0;1.73474402;67.48731404
108;2.217868652;2076.522571;177.2329131;76.94687503;21.03784246;307.301227;712.6371968;73.98296565;2114.77315;189.4844005;0;5.537032073;66.84853612
109;2.167217233;2021.810983;315.2318573;95.64167727;19.43125778;258.3701685;131.981649;73.35393094;2494.214227;284.1839222;0;5.13632543;42.32308562
110;3.289359531;2061.014479;374.155178;121.0660505;20.98172959;307.8408383;197.6386963;75.61851501;2454.202188;252.9885122;0;4.003623157;35.28137618
111;2.927905088;2012.549977;627.0911026;97.74035841;23.96170215;280.5273193;237.3610355;74.06612858;2170.832472;223.8556809;0;4.295856618;40.23771618
112;2.791351677;2135.798679;1361.960654;122.4663368;22.53248308;250.1117009;949.4739295;67.45534464;1849.917465;326.6677216;0;7.007242316;66.54694686
113;1.821491826;2045.558178;525.7585203;121.7546609;22.53613144;220.1522392;877.9232035;71.55674097;2078.194365;229.1826061;0;5.454577833;32.77624958
114;2.848249679;1963.866467;1079.951725;138.8736745;22.83364459;294.4940947;56.14033402;68.70203871;2655.460863;236.3088849;0;7.174727881;49.1606361
115;1.746457871;1885.724004;686.2695351;106.7046065;20.57559398;263.3627965;182.2255213;77.09489512;2364.79677;256.2832348;0;4.929603371;38.2857063
116;3.401760853;1925.463688;577.6212014;132.3883601;23.3737009;282.1453287;601.8420068;72.62237588;2014.635788;176.3080677;0;8.964876817;66.719742
117;2.757016248;1986.131443;668.4590699;103.1764433;21.62780187;299.0458894;852.5995846;76.21410077;2945.921585;243.8259708;0;2.271754353;45.71380876
118;2.967427362;1987.187948;418.8778043;123.3491048;19.10629224;305.7126241;563.9754052;71.76919249;2456.395009;220.1937141;0;4.487835706;45.56007501
119;3.953978378;2056.299072;1428.382367;45.12217536;24.83006486;319.1504646;558.3004208;69.01648266;2574.676221;224.0982025;0;4.607330419;66.66875883
120;2.970629003;2060.75617;387.0272802;45.86312573;21.34437106;305.4804089;370.0452994;77.36164103;2471.323296;257.495622;0;6.69783832;64.7980203
121;3.097450722;1938.962878;370.0053765;173.2543262;23.27656954;253.4817682;254.1088819;74.07491011;1847.810398;323.8765908;0;5.35631243;40.23447664
122;3.324535058;1884.474321;517.7968393;106.0749552;20.4098817;297.4533591;730.2895713;74.69219107;2012.973448;247.84536;0;6.84699917;39.27056528
123;1.96388235;1941.755695;976.0032703;97.0682954;19.74782218;242.5233252;379.6798703;71.36821187;2437.943317;190.1262368;0;4.645957998;74.89895409
124;3.540805947;1917.655728;1588.677217;89.87820664;21.1103603;322.0089547;246.4707564;75.14867855;2569.266781;204.1530106;0;11.37535899;51.23690801
125;3.652004345;2145.260352;645.8147486;125.1602574;23.55139248;295.1013731;548.8390593;76.99200302;2267.57049;165.3323527;0;2.511783198;50.30303756
126;2.996154108;2000.02126;963.5149858;128.4133029;22.41291117;293.6959027;252.552154;70.94187684;2140.66317;243.7547699;0;4.806082509;67.24324587
127;2.763158924;1910.852578;829.6560666;122.1121288;21.17774611;295.2709844;430.6823762;70.57716605;2203.581132;276.5396156;0;7.150885535;48.31593556
128;4.874254357;1974.917774;23.614603;80.79274763;20.62184631;365.1854708;352.8212238;75.21935964;1954.964443;293.2567475;0;10.12893611;50.26009719
129;2.700639247;1939.306891;956.9719481;100.2108843;17.21856958;279.9441611;360.5107087;75.14748654;2086.331974;239.4723747;0;8.425411239;40.73364748
130;2.543539343;1949.42325;366.753804;71.16879792;23.55439;218.5608356;793.0186517;73.01777036;2166.322407;208.4830859;0;11.50264621;54.59086763
131;2.516849068;1954.981989;710.4071732;89.6923669;22.14886002;313.5661964;759.4180487;74.32219136;2558.87539;183.1777073;0;3.194215022;70.18255711
132;3.267522967;2107.549113;712.1488221;60.99426064;27.31216731;268.4850068;121.5658016;81.05329282;3460.438212;340.0166256;0;4.570892311;78.54735804
133;1.916842767;2109.441659;691.3016847;116.6065698;21.61173569;341.7897539;372.7052896;72.68002568;2085.866383;265.1710391;0;4.03646418;60.32968023
134;2.721331019;2006.431175;1135.886043;76.13887442;23.59409828;262.0643447;873.2378912;73.16122688;2365.113678;162.5839032;0;6.574605973;35.07986516
135;3.360084389;2014.303595;783.0179971;58.05476713;20.7742485;257.1480285;581.8560965;75.4820758;2628.155879;213.5197781;0;7.421519305;60.04877833
136;1.493195988;1997.212555;1010.784737;107.5494564;17.3005393;322.5324979;165.3454487;72.77593018;2144.891733;160.1154946;0;7.557387048;58.73267217
137;2.92987944;2053.985379;911.058456;126.7256665;24.25423643;285.8111085;767.3817313;70.14538857;1767.313175;257.0663681;0;2.271496469;60.83117418
138;2.015362587;2028.596291;634.8270252;115.0347945;23.70377711;293.8492266;245.5906104;80.25445254;1486.094794;185.8300776;0;5.167348606;47.26476135
139;3.638739816;2062.013531;945.0302618;122.2822176;21.55525594;223.2674768;1019.442394;70.85451981;1673.355146;163.4332978;0;8.489267761;57.84939923
140;2.829593986;1944.096932;1114.869634;124.874276;22.13297173;349.3710889;873.5307255;71.56820395;1687.631281;179.211987;0;12.0452838;62.20563522
141;3.921578889;1832.560965;817.3322173;137.5164552;20.38733875;239.6622815;598.1336363;73.73322085;2798.79684;295.4199369;0;5.3857219;39.48893341
142;3.026357056;2114.434584;490.401702;81.63568527;20.17220032;294.8206811;553.8110257;73.66933263;2450.491648;284.1034904;0;1.147752749;65.94476245
143;2.776978723;2021.527577;871.9460441;107.0299154;20.38809621;295.5354876;318.8782721;72.20518239;2498.544649;216.6390166;0;6.781771293;43.33765239
144;2.314540591;2005.151555;905.4736007;81.79337002;25.17989426;265.6520054;219.8762447;74.92555487;2053.646797;239.2805758;0;0.390190696;51.57013936
145;4.534409999;1965.8668;429.3525886;128.4020114;23.9468675;269.2268861;1013.405237;69.92406992;1768.487622;206.3521773;0;5.51061907;67.61531149
146;3.778949964;1868.701049;1152.987145;141.1751484;18.26150477;283.3041603;1169.880887;73.96101259;2332.533307;205.4541272;0;5.903408266;72.57492172
147;2.365682532;1930.956981;657.9167049;97.97601394;22.1404776;294.8656309;750.4238104;69.58231422;2326.616186;154.7103346;0;4.247390578;28.7572189
148;2.678459161;1914.079261;345.193227;122.1048232;16.99530347;368.6519485;541.1086599;76.50651966;2521.113938;201.2440757;0;10.87328698;32.1954705
149;2.772379778;2033.82019;1249.344023;103.9877189;24.67274635;323.3054023;240.8010782;78.7616276;2438.219683;170.7706898;0;2.709828369;71.02665346
150;1.03018851;1923.811976;274.9114996;126.7580122;27.09920283;278.7095607;657.0264719;73.13126755;2687.11135;126.716443;0;6.535445219;36.68209813
151;2.386868244;1968.953083;1190.019606;115.2370682;24.48653364;298.1289023;416.2201844;72.34202505;2846.750285;141.9782308;0;9.338368793;53.45650651
152;4.114134014;2012.150339;931.987316;88.33551664;18.53100554;266.890251;71.28249699;74.45486059;3003.752945;250.2623944;0;6.893973271;86.01242701
153;3.618497951;2037.623968;1109.157647;133.4996489;21.57307288;346.8243404;560.4326854;77.50804534;2607.259311;230.7889045;0;4.409739933;75.62783561
154;2.275181694;1999.852104;788.4562724;136.7102855;20.19954078;367.5493161;951.1442482;72.32116124;2427.976067;356.9259745;0;9.625689941;37.35065281
155;3.584046514;1982.601205;507.6567969;73.40266003;25.60054763;289.542355;347.8385074;76.09920022;2938.123026;195.3704104;0;5.117476606;34.78154372
156;2.691659136;1899.869151;742.6811369;100.3378851;19.86935724;358.2708778;394.1662576;73.06781387;2752.011938;147.4895821;0;4.54869784;75.11548294
157;2.213130256;2107.86106;343.0537951;74.38650453;23.07588985;277.0806757;105.4777255;71.3295743;2667.109248;178.7870381;0;4.271081545;82.72368053
158;2.365193482;1934.309403;579.9477808;97.49050352;26.82044234;229.940794;74.5383866;75.31028725;2796.458345;224.7738301;0;9.349435143;37.28815252
159;2.71053083;1936.438799;473.9734682;122.5992228;24.36574733;315.8589963;588.6018053;79.33675993;1960.882953;268.6710329;0;4.626560598;52.41759284
160;4.422466241;1945.323699;636.8310572;127.6613506;20.52769628;249.2916032;646.6323544;78.25908874;2934.865728;197.5578223;0;3.717014871;54.60555375
161;2.989538125;1947.952167;240.14259;110.6154658;21.03106915;342.1680455;0.603739925;72.14635964;1680.971057;278.1947591;0;4.904485444;49.89856679
162;3.059959372;2016.644723;897.9737926;121.2006324;23.46034777;243.7027576;352.1060177;76.79609999;2742.299965;249.3713181;0;5.773507845;65.5225224
163;2.103374052;1905.642757;1459.570541;105.9183697;23.68225218;238.1200391;495.6747673;74.12848127;1809.993249;190.263824;0;9.41865128;52.51161838
164;3.037264207;1816.107716;1098.633655;143.1877621;25.87751947;295.9786985;375.5913596;72.8142653;2947.476671;196.9145759;0;10.32162779;53.60447884
165;3.464826516;2015.266984;1152.901962;79.99459365;19.91942562;277.0756207;458.5564449;73.55563971;2430.169934;231.0782584;0;5.871358261;73.18102746
166;1.584452573;2050.583051;486.6357286;136.1877964;23.18416497;234.0195073;1040.466645;70.70653213;2510.792879;132.3781791;0;6.968697594;61.28980152
167;1.82715164;1987.595089;428.0245811;85.76837086;22.73068251;321.4606104;697.7742036;75.69187547;1928.083479;212.1119353;0;7.482311559;36.0058085
168;3.154426064;1947.072412;822.6051324;100.0470741;23.41779417;381.8577245;698.7886479;78.8543047;3018.452658;154.1086131;0;3.112147248;28.66163163
169;2.836509656;2019.418526;943.7146977;124.3021881;18.84130914;233.4692912;463.6010928;69.2830029;2890.615776;188.5057167;0;5.477480903;64.21416535
170;3.611658516;1884.371811;1027.008965;167.4468744;20.05358317;289.3043838;420.2361979;74.4088449;2314.416659;301.7640423;0;11.47115156;35.00512093
171;3.47604419;1866.530908;955.8669013;95.84631686;19.44633018;341.1820394;411.9574916;72.29826892;2741.673332;331.1988185;0;6.653413292;39.23455805
172;1.441477772;1984.144357;1086.492724;107.938101;21.2925858;299.9246201;533.7922209;74.56647584;2409.33527;255.5937332;0;8.14741625;38.15197206
173;1.938589196;2013.245026;165.3656557;134.8604074;23.28386815;280.1248019;342.6609515;74.40494661;2156.666591;222.2994027;0;6.999221818;58.98564317
174;3.012997873;1968.860618;1223.046935;118.5018936;21.53960811;351.6578397;281.3484724;70.67398515;2245.826463;217.4812623;0;5.871196278;47.87524466
175;3.45977487;1902.152941;1057.215218;109.8381115;20.44466669;218.6113092;14.37350722;66.42107006;2528.078944;138.1417773;0;4.214774393;55.76672724
176;2.584864673;1967.019273;367.0895111;119.7683025;19.12226296;253.5835051;62.34452159;73.75836835;2861.17407;202.2926878;0;1.492106626;42.2389415
177;4.376415076;1981.010213;567.5180229;43.13258311;21.05505532;247.3178833;466.6756825;67.49463948;2713.532373;173.3517727;0;9.501363073;57.5572831
178;3.912368119;2040.894383;743.5254205;94.7703293;21.63688494;251.2180373;866.198288;72.92252666;2939.62124;153.9959262;0;7.000058893;56.72667713
179;4.039909941;2078.510246;946.5594429;121.3823647;20.54327496;354.2350878;309.7904435;69.06795162;2437.50537;188.2655733;0;11.13734453;37.40727912
180;2.142096771;1927.767886;671.6322449;91.43060861;22.83079697;343.9581481;225.5238845;65.79384497;3342.802059;305.7058052;0;11.83219153;71.81878456
181;3.007425444;1810.471225;1033.785496;148.849768;18.8042367;266.2817126;721.9598452;74.14481621;2836.912038;254.5664161;0;6.35901018;57.69546093
182;2.708166045;1984.505296;1071.270052;125.9675046;18.14846397;351.0254232;305.2351553;73.18141038;2044.516968;239.568622;0;7.078754042;78.17915336
183;2.929276061;1786.035636;932.1456056;103.3519074;25.28231875;274.4859068;111.6493845;71.42527087;2811.330278;140.5707828;0;8.905332593;78.99409433
184;3.800197884;1913.272871;840.3196331;104.0174436;23.64735352;279.79587;288.0200242;68.94906518;2177.064956;261.154086;0;13.24621932;77.46411109
185;3.585248153;2112.329539;1271.239265;119.3362399;21.79272874;323.4874908;644.5673707;70.87090486;1446.95798;196.7709623;0;8.114276303;49.06406562
186;2.34373769;1889.33454;420.5769812;104.4258679;24.29049815;289.8089735;192.6863875;69.09101589;2475.627084;230.5674721;0;9.13837855;52.36435445
187;2.031784814;1953.102734;191.1992073;135.6066345;19.78117352;295.852961;619.9116039;76.18614181;3232.139442;186.7838138;0;9.475852185;80.46926052
188;3.008204042;1990.094784;687.8159359;110.2262871;23.72444593;331.9960242;410.5513866;71.3069924;2428.101566;300.9847803;0;7.522195949;61.52165818
189;3.551654362;1920.694722;861.9595068;146.4511957;23.04192216;386.0679918;623.5084497;75.23099401;2465.020916;236.156967;0;7.499801872;36.03920964
190;3.019956613;1899.218029;1025.93193;125.9848059;21.45778023;279.0173913;160.4214557;73.39939537;2603.888835;299.1976277;0;4.003851636;59.79644602
